Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
Toyota,Land Cruiser Pickup,Gulf Arabic,Brown,Full,4.0,Gas,Manual,1519,Riyadh,175000,4
Ford,Taurus,Saudi,White,Standard,3.5,Gas,Automatic,73000,Dammam,77000,7
Changan,CS75,Saudi,White,Full,1.8,Gas,Automatic,107000,Riyadh,37000,8
GMC,Sierra,Saudi,Brown,Full,5.3,Gas,Automatic,161,Jeddah,80000,9
Kia,Optima,Saudi,Red,Semi Full,2.4,Gas,Automatic,190000,Riyadh,42000,9
Ford,Mustang,Saudi,Black,Full,5.0,Gas,Automatic,130000,Riyadh,130000,8
Jeep,Compass,Saudi,Brown,Standard,2.4,Gas,Automatic,96213,Riyadh,38500,9
Toyota,Camry,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,111,Riyadh,49000,9
Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,178000,Riyadh,55000,8
Toyota,Innova,Saudi,White,Standard,2.7,Gas,Manual,282000,Jubail,35000,11
Kia,Sorento,Other,Silver,Standard,2.4,Gas,Automatic,160,Dammam,30000,14
Toyota,Land Cruiser,Saudi,White,Semi Full,4.6,Gas,Automatic,283,Al-Medina,100000,12
Hyundai,Azera,Saudi,Grey,Full,3.0,Gas,Automatic,284000,Riyadh,32000,12
Nissan,Sunny,Saudi,Silver,Standard,1.5,Gas,Automatic,88000,Riyadh,29000,7
Nissan,Patrol,Saudi,Grey,Full,5.6,Gas,Automatic,265000,Jeddah,100000,11
Lexus,ES,Other,Black,Full,3.5,Gas,Automatic,130000,Aseer,115000,9
Toyota,Land Cruiser,Saudi,White,Full,4.0,Gas,Automatic,179812,Qassim,155000,9
Lexus,GS,Saudi,Another Color,Full,3.5,Gas,Automatic,124000,Riyadh,136000,11
BMW,The 5,Gulf Arabic,Black,Semi Full,1.9,Gas,Automatic,7800,Dammam,177000,5
GMC,Sierra,Saudi,White,Standard,6.0,Gas,Automatic,233000,Dammam,36000,14
Porsche,Cayenne S,Saudi,Black,Full,4.8,Gas,Automatic,189000,Riyadh,85000,13
Hyundai,Elantra,Other,White,Full,1.6,Diesel,Automatic,74000,Jeddah,50000,9
GMC,Suburban,Other,Golden,Semi Full,2.0,Gas,Automatic,238,Riyadh,30000,19
Ford,Expedition,Saudi,Black,Semi Full,5.4,Gas,Automatic,18500,Taef,35000,16
Ford,Explorer,Other,Blue,Standard,3.5,Gas,Automatic,218000,Makkah,48000,12
Dodge,Ram,Saudi,White,Semi Full,5.7,Gas,Automatic,190000,Riyadh,40000,14
Toyota,Prado,Saudi,White,Semi Full,4.0,Gas,Automatic,167860,Hafar Al-Batin,108000,9
Chevrolet,Tahoe,Saudi,White,Full,2.7,Gas,Automatic,260000,Riyadh,65000,15
Ford,Flex,Saudi,Black,Standard,3.6,Gas,Automatic,290000,Riyadh,30000,10
Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,366000,Aseer,53000,13
Ford,Edge,Gulf Arabic,Another Color,Full,1.4,Gas,Automatic,372400,Al-Ahsa,19000,18
Kia,Sportage,Saudi,Black,Full,2.4,Gas,Automatic,190000,Riyadh,62000,9
Toyota,Camry,Saudi,White,Standard,2.4,Gas,Manual,350000,Jeddah,25000,16
Hyundai,Elantra,Saudi,Blue,Semi Full,1.6,Gas,Automatic,300000,Aseer,20000,12
Chevrolet,Traverse,Saudi,Brown,Standard,3.6,Gas,Automatic,138000,Al-Ahsa,24000,14
Hyundai,Accent,Saudi,White,Standard,1.6,Gas,Automatic,214000,Riyadh,23500,9
Chevrolet,Tahoe,Saudi,Black,Standard,5.3,Gas,Automatic,250000,Al-Ahsa,40000,14
Ford,Edge,Saudi,Red,Full,3.5,Gas,Automatic,70000,Jeddah,60000,14
Mitsubishi,Pajero,Saudi,Another Color,Standard,3.5,Gas,Automatic,98000,Qassim,60000,10
Kia,Cerato,Saudi,Red,Semi Full,1.6,Gas,Automatic,223,Tabouk,24000,11
Nissan,Altima,Saudi,White,Semi Full,2.5,Gas,Automatic,134000,Jeddah,35000,12
GMC,Sierra,Saudi,Silver,Full,5.3,Gas,Automatic,144000,Aseer,95000,9
Ford,Taurus,Other,Another Color,Semi Full,3.5,Gas,Automatic,380,Al-Baha,28000,15
Chevrolet,Caprice,Other,White,Standard,6.0,Gas,Automatic,280000,Makkah,44000,12
Jaguar,XF,Saudi,Another Color,Semi Full,6.0,Gas,Automatic,50000,Riyadh,35000,16
Toyota,Land Cruiser Pickup,Saudi,Bronze,Semi Full,4.0,Gas,Manual,243000,Riyadh,95000,9
BMW,X,Saudi,Black,Full,4.4,Gas,Automatic,180000,Jeddah,35000,16
MINI,Cooper,Gulf Arabic,Blue,Semi Full,2.0,Gas,Automatic,75000,Jeddah,80000,9
Nissan,Datsun,Saudi,White,Standard,2.7,Gas,Manual,77000,Jeddah,45000,10
Hyundai,Sonata,Other,Black,Semi Full,2.4,Diesel,Automatic,152000,Qassim,52000,9
Ford,Taurus,Saudi,Silver,Standard,2.0,Gas,Automatic,48000,Dammam,80000,6
Chrysler,C300,Other,Silver,Full,5.7,Gas,Automatic,143000,Dammam,51000,13
Kia,Carens,Saudi,Silver,Semi Full,1.6,Gas,Automatic,37000,Jeddah,33000,10
GMC,Sierra,Saudi,Silver,Full,4.4,Gas,Automatic,76000,Dammam,100000,10
Toyota,Prado,Other,Silver,Full,4.0,Gas,Manual,300000,Jeddah,50000,16
Cadillac,CT4,Saudi,Grey,Semi Full,3.7,Gas,Automatic,5800,Jeddah,155000,5
Ford,Taurus,Saudi,White,Standard,1.0,Gas,Automatic,298,Makkah,38000,12
Chevrolet,Tahoe,Saudi,Golden,Semi Full,5.3,Gas,Automatic,327000,Riyadh,45000,13
Hyundai,Accent,Saudi,Grey,Full,1.4,Gas,Automatic,20000,Al-Ahsa,37000,7
Hyundai,H1,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,246,Tabouk,31000,12
Ford,Ranger,Other,White,Standard,2.2,Gas,Manual,150000,Riyadh,20000,14
Toyota,Camry,Saudi,Red,Standard,1.1,Gas,Automatic,100000,Arar,22000,18
GMC,Terrain,Saudi,White,Standard,2.4,Gas,Automatic,151000,Jazan,45000,9
Toyota,Corolla,Saudi,Grey,Semi Full,1.4,Gas,Manual,490,Al-Medina,18000,14
Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,28000,Riyadh,54000,7
Toyota,Fortuner,Saudi,White,Full,4.0,Gas,Automatic,135000,Riyadh,115005,6
Toyota,Rav4,Other,White,Full,2.5,Gas,Automatic,61000,Riyadh,83000,7
Toyota,Rav4,Gulf Arabic,White,Full,2.0,Gas,Automatic,93000,Riyadh,83000,8
Mazda,CX3,Saudi,White,Standard,3.0,Gas,Automatic,39000,Riyadh,58000,7
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,128000,Riyadh,35000,7
Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Manual,53000,Riyadh,103000,5
Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,110,Aseer,46000,8
Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,96000,Dammam,36000,7
Isuzu,D-MAX,Saudi,White,Full,3.0,Diesel,Automatic,40000,Riyadh,120500,5
Hyundai,Tucson,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,152,Dammam,62000,8
Mitsubishi,Pajero,Saudi,White,Full,3.5,Gas,Automatic,136000,Dammam,67000,8
GMC,Sierra,Saudi,Silver,Full,5.3,Gas,Automatic,272,Tabouk,70000,10
Fiat,500,Saudi,White,Full,1.4,Gas,Automatic,11500,Riyadh,85000,5
Toyota,Yaris,Saudi,Grey,Standard,1.5,Gas,Manual,134000,Jubail,23000,9
Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,73000,Dammam,79000,12
GMC,Sierra,Saudi,Silver,Semi Full,5.3,Gas,Automatic,18000,Dammam,152000,5
GMC,Yukon,Saudi,Black,Full,5.3,Gas,Automatic,270,Qassim,39000,13
Chevrolet,Suburban,Saudi,Another Color,Full,5.3,Gas,Automatic,184000,Dammam,137000,8
Ford,Taurus,Other,Silver,Semi Full,3.5,Gas,Automatic,142311,Dammam,75000,8
Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,101000,Dammam,72000,9
Toyota,Rav4,Saudi,White,Standard,2.5,Gas,Automatic,134000,Dammam,66000,7
Toyota,Camry,Saudi,White,Semi Full,2.5,Gas,Automatic,125000,Dammam,53000,8
Ford,Taurus,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Dammam,52000,10
BMW,The 7,Saudi,Bronze,Full,4.4,Gas,Automatic,285000,Dammam,46000,16
Land Rover,Range Rover,Saudi,White,Full,5.0,Gas,Automatic,329000,Dammam,32000,17
Mercedes,CLS,Saudi,Grey,Full,6.3,Gas,Automatic,340000,Dammam,21000,18
Audi,A8,Saudi,White,Full,3.2,Gas,Automatic,180000,Dammam,19000,18
Toyota,Prado,Saudi,White,Semi Full,4.0,Gas,Automatic,201000,Riyadh,107000,9
Lexus,LS,Saudi,White,Full,4.6,Gas,Automatic,132000,Dammam,165000,10
GMC,Sierra,Saudi,Silver,Standard,5.3,Gas,Automatic,152000,Dammam,124000,7
Chevrolet,Tahoe,Saudi,Brown,Standard,5.3,Gas,Automatic,223000,Dammam,110000,9
Mitsubishi,Pajero,Saudi,White,Full,3.5,Gas,Automatic,111000,Dammam,68000,8
Honda,Odyssey,Saudi,White,Standard,3.5,Gas,Automatic,153000,Dammam,60000,10
Audi,A4,Gulf Arabic,Another Color,Full,2.0,Gas,Automatic,250000,Riyadh,45000,12
Ford,Expedition,Saudi,White,Standard,5.4,Gas,Automatic,78000,Dammam,64000,12
Toyota,Camry,Saudi,White,Full,1.4,Gas,Automatic,13400,Riyadh,65000,8
Audi,A6,Saudi,Black,Semi Full,3.0,Gas,Automatic,75000,Riyadh,70000,12
Chevrolet,Tahoe,Saudi,Black,Full,5.3,Gas,Automatic,281,Riyadh,65000,13
Toyota,Prado,Gulf Arabic,White,Full,4.0,Gas,Automatic,19054,Riyadh,162500,6
Porsche,Cayenne S,Saudi,White,Full,4.8,Gas,Automatic,219000,Riyadh,100000,12
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,108000,Riyadh,29000,8
Ford,Taurus,Saudi,White,Standard,2.0,Gas,Automatic,71000,Riyadh,65000,7
Kia,Rio,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,31000,6
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,65000,Riyadh,30000,8
Honda,Accord,Saudi,Silver,Full,2.4,Gas,Automatic,300000,Riyadh,32000,15
Toyota,Sequoia,Saudi,White,Semi Full,1.6,Gas,Automatic,28000,Qassim,75000,11
Toyota,Land Cruiser Pickup,Saudi,Brown,Semi Full,4.0,Gas,Manual,260000,Jubail,60000,10
Toyota,Land Cruiser,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,240000,Riyadh,105000,12
Chevrolet,Tahoe,Other,Black,Full,2.9,Gas,Automatic,265000,Riyadh,33000,17
GMC,Yukon,Saudi,Black,Full,6.2,Gas,Automatic,216000,Besha,98000,10
Ford,Victoria,Saudi,Another Color,Standard,4.6,Gas,Automatic,270,Dammam,35000,14
Hyundai,Elantra,Saudi,Silver,Full,2.0,Gas,Automatic,97588,Jeddah,55000,7
Mazda,6,Saudi,Red,Full,2.5,Gas,Automatic,117000,Hafar Al-Batin,72000,9
Mercedes,S,Gulf Arabic,Navy,Full,3.3,Gas,Automatic,85000,Al-Medina,110000,13
Dodge,Charger,Saudi,Yellow,Full,6.4,Gas,Automatic,167000,Al-Medina,85000,13
Toyota,Fortuner,Saudi,White,Semi Full,2.7,Gas,Automatic,224000,Dammam,85000,7
Hyundai,Accent,Saudi,Silver,Semi Full,1.4,Gas,Automatic,174000,Jeddah,24000,8
Chrysler,C300,Saudi,Black,Full,3.6,Gas,Automatic,45000,Riyadh,145000,6
Mazda,6,Saudi,Black,Full,2.1,Gas,Automatic,81000,Jeddah,90000,6
Toyota,Land Cruiser,Saudi,White,Full,4.6,Gas,Automatic,134000,Al-Ahsa,170000,6
Toyota,Camry,Saudi,Black,Standard,2.5,Hybrid,Automatic,55000,Makkah,80000,6
BMW,The 7,Saudi,White,Full,2.0,Gas,Automatic,161,Khobar,160000,9
Hyundai,Elantra,Saudi,Grey,Full,2.0,Gas,Automatic,290000,Riyadh,33500,11
Ford,Taurus,Saudi,Grey,Semi Full,3.5,Gas,Automatic,66000,Riyadh,77000,9
BMW,The 5,Saudi,Silver,Semi Full,3.0,Gas,Automatic,276000,Riyadh,65000,14
Toyota,Yaris,Saudi,White,Semi Full,1.5,Gas,Automatic,155000,Jeddah,32000,9
Chevrolet,Caprice,Other,White,Semi Full,6.2,Gas,Automatic,193000,Dammam,44000,12
Jeep,Wrangler,Saudi,White,Full,3.6,Gas,Automatic,16000,Riyadh,181000,6
Jeep,Grand Cherokee,Saudi,Silver,Full,5.7,Gas,Automatic,146000,Riyadh,95000,10
Toyota,Yaris,Saudi,Grey,Standard,1.3,Gas,Automatic,12500,Tabouk,32000,8
GMC,Terrain,Saudi,Silver,Semi Full,2.4,Gas,Automatic,125000,Riyadh,38000,10
Changan,CS95,Saudi,Black,Full,2.0,Gas,Automatic,106000,Jeddah,70000,6
Lexus,ES,Saudi,Black,Full,1.6,Gas,Automatic,263000,Dammam,66000,12
Hyundai,Elantra,Other,Silver,Standard,1.6,Diesel,Automatic,86000,Dammam,47000,8
Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,121000,Dammam,75000,8
Nissan,Patrol,Saudi,White,Standard,4.0,Gas,Automatic,198000,Dammam,114000,8
Toyota,Fortuner,Saudi,Grey,Semi Full,4.0,Gas,Automatic,3000,Dammam,135000,5
Toyota,Avalon,Saudi,White,Standard,3.5,Gas,Automatic,43418,Riyadh,115000,6
Ford,Taurus,Saudi,Grey,Standard,3.6,Gas,Automatic,130243,Riyadh,58000,10
Ford,Echo Sport,Saudi,White,Standard,1.4,Gas,Automatic,101600,Riyadh,28000,10
Hyundai,Sonata,Saudi,Silver,Standard,2.5,Gas,Automatic,71629,Riyadh,50000,7
Nissan,Datsun,Saudi,White,Standard,1.9,Gas,Manual,142000,Makkah,39000,10
Hyundai,Sonata,Saudi,White,Semi Full,2.4,Gas,Automatic,92000,Dammam,84000,6
Nissan,Sunny,Gulf Arabic,Brown,Semi Full,1.5,Gas,Automatic,106,Jeddah,23000,7
GMC,Yukon,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,223,Hail,40000,14
Mitsubishi,Pajero,Gulf Arabic,White,Full,3.2,Diesel,Automatic,80000,Qassim,89500,8
Hyundai,Santa fe,Saudi,White,Semi Full,3.3,Gas,Automatic,255000,Aseer,51000,9
Toyota,FJ,Saudi,Black,Semi Full,4.0,Gas,Automatic,110000,Dammam,115000,10
Toyota,Yaris,Saudi,Brown,Semi Full,1.5,Gas,Automatic,13000,Jeddah,37000,5
Toyota,Hilux,Saudi,White,Full,2.7,Gas,Manual,98000,Najran,70000,11
Mercedes,GL,Saudi,Black,Full,5.0,Gas,Automatic,32000,Makkah,183000,10
Mazda,CX9,Saudi,Black,Full,2.5,Gas,Automatic,234000,Taef,57000,10
Toyota,Land Cruiser 70,Saudi,White,Full,1.7,Gas,Manual,26000,Aseer,130000,6
Toyota,Prado,Saudi,White,Standard,4.0,Gas,Automatic,74000,Jeddah,120000,9
Toyota,Prado,Saudi,Grey,Semi Full,4.0,Gas,Automatic,70000,Tabouk,110000,10
Hyundai,Tucson,Other,Silver,Semi Full,2.0,Gas,Automatic,100000,Jeddah,60000,7
Ford,Expedition,Saudi,Black,Semi Full,3.5,Gas,Automatic,160000,Riyadh,85000,9
Renault,Duster,Saudi,Orange,Full,1.6,Gas,Automatic,27000,Dammam,54000,6
Ford,Explorer,Other,White,Semi Full,4.0,Gas,Automatic,430,Jeddah,20000,16
Dodge,Charger,Saudi,Grey,Standard,3.6,Gas,Automatic,11000,Riyadh,100000,5
Kia,Rio,Other,Grey,Standard,1.4,Gas,Automatic,196,Al-Ahsa,18000,11
Dodge,Charger,Other,Navy,Full,1.7,Gas,Automatic,140,Al-Medina,65000,9
Toyota,Fortuner,Gulf Arabic,Silver,Standard,2.7,Gas,Automatic,243000,Riyadh,50000,10
Cadillac,Escalade,Other,Silver,Full,6.2,Gas,Automatic,194000,Al-Medina,37000,15
Hyundai,H1,Saudi,Silver,Standard,2.4,Gas,Automatic,76000,Dammam,65000,6
Hummer,H3,Other,Red,Full,5.0,Gas,Automatic,340000,Riyadh,21000,17
Toyota,Fortuner,Gulf Arabic,Grey,Full,2.4,Gas,Automatic,185000,Riyadh,73000,9
Toyota,Land Cruiser,Saudi,White,Semi Full,4.6,Gas,Automatic,346000,Taef,130000,11
Ford,Expedition,Saudi,Grey,Standard,3.8,Gas,Automatic,86000,Riyadh,53000,13
Lexus,ES,Saudi,Black,Full,3.5,Gas,Automatic,91000,Riyadh,130000,7
Kia,Picanto,Saudi,Red,Standard,1.0,Gas,Automatic,158000,Al-Medina,22500,8
Toyota,Prado,Saudi,Silver,Full,4.0,Gas,Automatic,121000,Jeddah,109000,11
Dodge,Durango,Saudi,Navy,Standard,3.6,Gas,Automatic,115458,Jeddah,50000,12
Toyota,Hilux,Saudi,White,Full,2.5,Gas,Manual,335200,Sakaka,50000,13
Mercedes,C,Saudi,Grey,Semi Full,2.0,Gas,Automatic,99000,Jeddah,91500,10
Hyundai,Elantra,Saudi,Brown,Full,1.6,Gas,Automatic,189000,Aseer,23000,12
Toyota,Innova,Gulf Arabic,White,Full,2.7,Gas,Automatic,14000,Dammam,43000,10
Toyota,Land Cruiser,Saudi,Grey,Full,4.6,Gas,Automatic,99000,Dammam,165000,10
Honda,CRV,Saudi,Red,Semi Full,2.4,Gas,Automatic,160000,Makkah,50000,11
Dodge,Charger,Saudi,Red,Standard,3.6,Gas,Automatic,54300,Riyadh,63000,10
Genesis,G80,Saudi,Black,Full,3.8,Gas,Automatic,124,Jeddah,55000,12
Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,210000,Hail,64000,8
Hyundai,Sonata,Saudi,White,Semi Full,2.4,Gas,Automatic,305000,Riyadh,45000,9
Hyundai,Sonata,Saudi,White,Semi Full,2.4,Gas,Automatic,215000,Riyadh,28000,12
GMC,Yukon,Saudi,Silver,Standard,5.3,Gas,Automatic,235000,Tabouk,67000,13
Toyota,Yaris,Saudi,Silver,Standard,1.5,Gas,Automatic,76000,Hafar Al-Batin,37500,7
Honda,Accord,Saudi,White,Semi Full,2.5,Gas,Automatic,95000,Jeddah,78000,8
Chevrolet,Tahoe,Saudi,Silver,Semi Full,5.7,Gas,Automatic,200000,Riyadh,57000,12
Hyundai,Azera,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,380000,Aseer,24000,13
Hyundai,Sonata,Saudi,White,Full,2.5,Gas,Automatic,221000,Riyadh,30000,13
Hyundai,Tucson,Saudi,Grey,Standard,2.0,Gas,Automatic,120000,Jeddah,65000,8
GMC,Terrain,Other,Grey,Full,2.4,Gas,Automatic,78000,Taef,55000,8
Chevrolet,Caprice,Saudi,White,Semi Full,3.5,Gas,Automatic,255000,Dammam,25000,17
Toyota,Corolla,Other,Black,Semi Full,1.6,Gas,Automatic,75000,Jeddah,55000,8
Honda,Pilot,Saudi,White,Unknown,1.6,Gas,Automatic,266700,Jeddah,30000,13
MG,6,Gulf Arabic,Grey,Full,1.8,Gas,Automatic,79000,Riyadh,23000,11
Kia,Cerato,Saudi,White,Semi Full,1.6,Gas,Automatic,12100,Qassim,30000,9
Mercedes,E,Saudi,Navy,Full,2.0,Gas,Automatic,147,Riyadh,142000,8
Fiat,500,Gulf Arabic,White,Full,1.4,Gas,Automatic,74000,Dammam,48000,8
Toyota,Camry,Saudi,White,Standard,2.5,Gas,Automatic,17000,Riyadh,35000,9
MG,GS,Saudi,White,Semi Full,2.0,Gas,Automatic,11000,Riyadh,51000,5
Land Rover,Range Rover,Saudi,White,Full,5.0,Gas,Automatic,196000,Jeddah,55000,14
MG,RX8,Saudi,Brown,Full,2.0,Gas,Automatic,23000,Al-Baha,98000,5
Chevrolet,Trailblazer,Saudi,Brown,Standard,3.6,Gas,Automatic,220000,Jubail,28000,12
Hyundai,Sonata,Saudi,White,Standard,2.0,Gas,Automatic,9000,Riyadh,73000,5
Honda,CRV,Saudi,White,Full,2.4,Gas,Automatic,167000,Jeddah,45000,12
Daihatsu,Delta,Saudi,White,Standard,1.0,Gas,Manual,157000,Jeddah,32000,12
Toyota,Land Cruiser 70,Saudi,Another Color,Semi Full,4.0,Gas,Manual,360538,Riyadh,80000,10
Toyota,Prado,Saudi,White,Semi Full,4.0,Gas,Automatic,138000,Riyadh,132000,8
Ford,Expedition,Gulf Arabic,Navy,Semi Full,5.4,Gas,Automatic,132000,Riyadh,45000,11
Kia,Optima,Saudi,Another Color,Full,2.4,Gas,Automatic,161000,Dammam,68000,9
Toyota,Camry,Saudi,White,Standard,2.4,Gas,Automatic,97000,Riyadh,68000,8
Toyota,Camry,Saudi,Grey,Standard,2.4,Gas,Automatic,120000,Riyadh,62000,8
Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,54000,Dammam,55000,7
Nissan,KICKS,Saudi,Another Color,Full,2.4,Gas,Automatic,87000,Dammam,55000,6
GMC,Yukon,Saudi,Black,Standard,5.3,Gas,Automatic,334000,Riyadh,51000,14
Honda,Accord,Gulf Arabic,Golden,Semi Full,2.5,Gas,Automatic,62847,Qassim,82000,8
Toyota,Fortuner,Saudi,Silver,Full,4.0,Gas,Automatic,20000,Riyadh,130000,5
Ford,Echo Sport,Gulf Arabic,White,Standard,1.5,Gas,Automatic,4434,Dammam,59000,5
Nissan,Datsun,Gulf Arabic,White,Standard,1.7,Gas,Manual,273778,Al-Ahsa,32000,12
INFINITI,FX,Saudi,White,Full,3.5,Gas,Automatic,250000,Jeddah,35000,16
GMC,Yukon,Saudi,Black,Full,6.2,Gas,Automatic,138000,Al-Baha,55000,16
Chevrolet,Tahoe,Saudi,Silver,Full,5.3,Gas,Automatic,287928,Riyadh,58000,13
Kia,Cadenza,Gulf Arabic,Black,Full,3.3,Diesel,Automatic,100,Tabouk,77000,9
Nissan,Patrol,Saudi,Brown,Full,4.8,Gas,Automatic,183000,Khobar,150000,9
Nissan,Patrol,Saudi,White,Full,5.6,Gas,Automatic,139000,Riyadh,158000,9
Toyota,Land Cruiser Pickup,Gulf Arabic,White,Full,4.0,Gas,Manual,99000,Aseer,85000,11
Nissan,Land Cruiser Pickup,Saudi,Brown,Full,4.8,Gas,Manual,50000,Riyadh,85000,9
Nissan,Altima,Other,Black,Standard,2.5,Gas,Automatic,167000,Dammam,32000,10
Lexus,LX,Saudi,White,Full,5.7,Gas,Automatic,147000,Riyadh,170000,13
Kia,Cadenza,Gulf Arabic,White,Semi Full,3.3,Gas,Automatic,81000,Dammam,70000,7
Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,158792,Taef,78000,10
Dodge,Durango,Saudi,White,Full,6.0,Gas,Automatic,288000,Al-Medina,43000,13
Chevrolet,Silverado,Gulf Arabic,White,Semi Full,4.3,Gas,Automatic,233,Dammam,75000,11
Ford,Expedition,Saudi,White,Standard,5.4,Gas,Automatic,182000,Dammam,42500,13
Toyota,Fortuner,Saudi,White,Standard,2.7,Gas,Automatic,180000,Riyadh,45000,12
Cadillac,Escalade,Saudi,Black,Full,6.2,Gas,Automatic,88000,Jeddah,160000,10
Toyota,Avalon,Saudi,White,Standard,3.6,Gas,Automatic,320000,Riyadh,30000,17
Toyota,Camry,Saudi,Silver,Semi Full,2.0,Gas,Automatic,135000,Qassim,47000,8
Ford,Expedition,Saudi,White,Semi Full,5.3,Gas,Automatic,210000,Riyadh,50000,11
Ford,Taurus,Other,White,Semi Full,3.5,Gas,Automatic,125000,Yanbu,67000,9
Mercedes,C,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,100500,Jeddah,120000,9
Mercedes,GL,Saudi,Black,Full,4.8,Gas,Automatic,106000,Riyadh,71000,13
Toyota,Innova,Saudi,Grey,Full,2.7,Gas,Automatic,149000,Dammam,68000,7
Nissan,Sentra,Gulf Arabic,Another Color,Standard,1.5,Gas,Automatic,17100,Jeddah,25000,10
Toyota,Sequoia,Saudi,White,Full,5.7,Gas,Automatic,150000,Dammam,135000,9
Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,160,Al-Medina,26500,9
GMC,Yukon,Saudi,Black,Standard,6.2,Gas,Automatic,379538,Jeddah,65000,15
Honda,Odyssey,Gulf Arabic,Silver,Semi Full,3.5,Gas,Automatic,100000,Dammam,57000,10
MG,360,Saudi,Bronze,Full,1.2,Gas,Automatic,24000,Jeddah,36000,6
Ford,Flex,Saudi,Silver,Standard,3.5,Gas,Automatic,201000,Dammam,57000,11
Toyota,Innova,Saudi,White,Semi Full,2.7,Gas,Automatic,141000,Dammam,55000,11
Hyundai,Sonata,Saudi,Another Color,Full,2.4,Gas,Automatic,33000,Dammam,85000,6
Ford,Taurus,Saudi,White,Semi Full,3.5,Gas,Automatic,177000,Dammam,70000,12
Ford,Taurus,Saudi,White,Standard,2.0,Gas,Automatic,69000,Dammam,82000,7
Kia,Optima,Gulf Arabic,White,Full,2.4,Gas,Automatic,83000,Dammam,75000,7
Kia,Optima,Saudi,White,Full,2.4,Gas,Automatic,113000,Dammam,51000,11
Nissan,VTC,Saudi,Bronze,Standard,4.0,Gas,Automatic,112000,Dammam,106000,9
Toyota,Land Cruiser,Saudi,White,Semi Full,4.0,Gas,Automatic,212000,Dammam,145000,10
Toyota,Camry,Saudi,Black,Standard,2.5,Gas,Automatic,135000,Dammam,60000,8
Toyota,Camry,Gulf Arabic,White,Standard,2.5,Gas,Automatic,199200,Dammam,48000,11
Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,98000,Jeddah,35000,6
GMC,Yukon,Saudi,Black,Standard,5.3,Gas,Automatic,156000,Dammam,47000,14
Nissan,Patrol,Saudi,White,Full,6.0,Gas,Automatic,12000,Jeddah,128000,8
Ford,Expedition,Saudi,White,Semi Full,5.4,Gas,Automatic,140000,Aseer,36000,11
Dodge,Charger,Saudi,Grey,Semi Full,5.7,Gas,Automatic,81000,Riyadh,125000,7
Land Rover,Range Rover,Saudi,Black,Full,3.3,Gas,Automatic,300000,Dammam,27000,17
Volkswagen,Tiguan,Other,White,Full,2.0,Gas,Automatic,240000,Jeddah,25000,13
Geely,EC8,Other,White,Standard,2.3,Gas,Manual,65000,Tabouk,20000,10
Chrysler,S300,Other,White,Semi Full,3.6,Gas,Automatic,106000,Jeddah,75000,10
Dodge,Charger,Saudi,Red,Full,5.7,Gas,Automatic,178,Jeddah,50000,11
Toyota,Corolla,Other,White,Standard,5.8,Gas,Automatic,114,Tabouk,35000,9
Honda,Accord,Other,Oily,Full,2.4,Gas,Automatic,205,Jeddah,30000,15
Chevrolet,Tahoe,Gulf Arabic,White,Semi Full,5.3,Gas,Automatic,32300,Aseer,168000,6
Toyota,Land Cruiser,Saudi,White,Standard,5.0,Gas,Automatic,319,Taef,75000,16
Toyota,Rush,Saudi,White,Semi Full,1.5,Gas,Automatic,10000,Makkah,55000,4
Ford,Victoria,Other,Blue,Semi Full,4.6,Gas,Automatic,230,Al-Ahsa,28000,14
Hyundai,Accent,Saudi,Another Color,Semi Full,1.4,Gas,Automatic,114969,Al-Jouf,30000,7
Toyota,Avanza,Saudi,White,Standard,1.6,Gas,Automatic,115,Hafar Al-Batin,30000,9
Mercury,Marquis,Other,White,Full,4.6,Gas,Automatic,338000,Jeddah,18000,16
